CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
2596-14782,Male,0,No,No,58,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,82.25,4959.72,No
6884-77104,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),62.88,3777.8,No
4347-31101,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),22.66,23.17,No
1603-21912,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,46.58,1032.7,No
9713-93991,Female,1,No,No,27,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,114.3,3094.45,Yes
3626-69830,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,22.05,1643.66,No
9729-30036,Female,0,Yes,No,17,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),20.05,323.97,No
2893-75167,Male,0,No,No,50,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,No,One year,No,Mailed check,73.04,3629.58,No
2861-64684,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),65.8,128.43,Yes
9829-33621,Female,1,Yes,No,58,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),43.19,2623.19,No
5988-27533,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Mailed check,41.51,1219.88,No
2742-27102,Male,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,27.64,1334.14,No
3847-55876,Male,0,No,No,12,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,107.15,1289.35,Yes
9108-28826,Male,1,No,Yes,20,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.54,844.87,Yes
8394-50531,Female,0,No,Yes,55,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,50.81,2752.41,Yes
9268-18129,Female,1,No,Yes,31,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,62.82,1944.63,No
3690-51719,Male,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,102.49,904.22,Yes
3228-95799,Female,1,Yes,No,15,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.96,630.66,No
9800-65938,Female,0,No,No,70,No,No phone service,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),50.07,3480.97,No
2813-44239,Male,0,No,No,34,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),89.24,3096.41,Yes
9905-33683,Female,0,Yes,No,51,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,110.33,5650.19,No
7624-43921,Male,0,Yes,No,64,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),114.01,7466.29,No
1249-57602,Female,1,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,108.3,1766.28,No
8526-39957,Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.97,1219.94,No
7250-57423,Female,1,No,No,38,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,96.12,3698.1,No
3084-88972,Male,1,Yes,No,49,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),24.76,1226.12,No
2455-50197,Male,0,Yes,No,69,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),61.13,4127.81,Yes
4268-49460,Female,0,No,No,18,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,60.21,1075.94,Yes
9008-83756,Female,0,No,No,72,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.32,3772.74,No
9349-20446,Female,0,Yes,Yes,41,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,90.95,3600.67,No
1581-88492,Female,0,No,Yes,10,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),114.64,1093.89,No
1554-92385,Male,1,No,No,26,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,64.15,1691.44,No
8430-43154,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.14,1984.58,No
9462-22329,Female,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,78.54,5709.96,No
2200-60898,Female,0,Yes,No,45,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,86.11,4051.3,No
5531-42063,Male,0,No,No,56,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,79.7,4575.1,No
3751-32379,Female,1,No,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.64,2271.17,No
2413-33969,Male,0,Yes,Yes,46,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No,One year,No,Credit card (automatic),86.79,4072.81,No
6584-37822,Female,0,No,No,65,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,87.75,5470.12,No
1047-22915,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,34.81,1439.89,No
4982-10580,Female,0,No,No,10,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.47,908.14,Yes
7091-20132,Male,0,Yes,Yes,58,No,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,68.32,3866.11,Yes
3765-49903,Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,27.03,1660.16,No
5320-80520,Female,1,No,No,9,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,30.75,276.49,No
7751-25438,Male,0,No,No,10,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,43.03,435.3,No
3247-64896,Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,45.73,3189.64,No
9252-62068,Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Electronic check,58.66,490.18,No
5994-44875,Male,0,Yes,Yes,62,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,78.79,4892.24,No
5359-59694,Male,1,No,Yes,52,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,56.62,2801.98,No
7543-46927,Male,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),109.95,1389.71,No
6148-61961,Male,0,Yes,No,14,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,71.67,963.33,No
6972-99691,Male,0,No,No,67,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,115.09,7741.39,No
4877-11271,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.57,4438.82,No
7900-46721,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,26.44,1030.13,No
4751-51868,Female,0,Yes,No,13,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),66.29,852.56,No
4259-85609,Male,1,No,No,45,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),104.87,4921.4,No
8823-11053,Female,0,No,No,39,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,109.05,4209.87,No
6901-41955,Male,0,No,No,28,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),90.96,2535.77,No
9409-23162,Male,1,No,No,5,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Electronic check,100.47,519.12,No
8892-35692,Male,0,No,No,65,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),86.35,5561.4,Yes
3788-83228,Male,1,Yes,No,63,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Electronic check,100.19,6070.6,No
2646-66275,Male,1,No,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,27.09,1343.34,No
8148-83044,Female,0,Yes,Yes,61,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.32,1354.18,Yes
3344-97183,Male,1,No,No,36,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,26.74,952.1,No
5556-88495,Female,1,No,No,27,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.41,1738.02,No
6796-84920,Female,0,No,No,5,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),59.17,282.98,No
6246-77833,Male,1,Yes,Yes,15,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,69.88,1054.88,No
1682-16457,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),52.01,3928.37,No
3740-15797,Female,0,Yes,No,40,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.25,4133.82,Yes
1887-72892,Female,1,Yes,No,8,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.21,261.48,No
7845-99889,Female,1,Yes,No,25,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.33,854.46,No
2099-89987,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),28.53,1214.38,No
4661-93427,Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),76.62,1445.91,No
2147-83079,Female,1,No,No,72,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),60.72,4319.74,Yes
3387-72891,Female,1,Yes,No,33,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),91.61,3105.28,No
5176-13933,Male,1,No,Yes,3,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),35.18,102.72,No
5939-77409,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,42.96,3088.51,No
5736-39705,Male,1,No,No,52,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),86.3,4304.77,No
1820-14136,Female,1,No,No,43,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.56,4614.33,No
6445-65517,Female,0,No,No,29,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.47,1102.59,No
3794-38752,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,104.86,6206.07,Yes
6561-74024,Female,1,Yes,No,41,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),27.65,1173.1,No
3132-45267,Male,0,No,No,63,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,95.57,5981.5,No
6179-73052,Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.05,738.19,No
1255-47059,Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,47.31,3097.08,Yes
9951-94305,Male,1,No,Yes,69,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.65,4867.1,No
7005-77558,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,65.71,1509.35,No
3866-11849,Male,0,No,Yes,24,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.94,1844.18,No
9202-61945,Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),79.05,4136.78,Yes
5687-62941,Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.77,835.08,No
7950-68349,Female,0,No,No,31,Yes,No,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.79,2530.73,No
8936-98014,Male,1,Yes,No,47,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),104.89,4743.0,No
9846-87660,Female,0,No,No,21,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,21.32,450.96,No
3892-49062,Male,0,No,No,19,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),104.73,1909.31,No
9593-85714,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,44.45,2578.59,Yes
7283-35242,Female,0,Yes,No,11,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,45.53,511.76,No
7750-70859,Male,1,No,No,41,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),56.49,2304.63,No
6610-65774,Male,1,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,78.68,551.08,Yes
3029-37735,Male,1,Yes,Yes,46,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,59.67,2745.86,No
3245-51881,Male,1,Yes,Yes,68,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.88,1301.41,No
3375-48639,Female,0,No,No,32,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),47.15,1463.69,Yes
7510-82358,Female,1,No,No,9,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),27.62,250.14,No
8132-88346,Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,53.57,110.65,Yes
9251-34768,Male,1,Yes,No,6,No,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,84.62,497.15,Yes
9142-59151,Male,1,No,No,44,No,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,37.12,1582.47,No
1093-22806,Female,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,102.3,1128.03,No
7629-86118,Male,1,No,No,39,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,102.91,4196.04,No
8900-45822,Female,1,No,No,22,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),19.05,428.53,No
5008-18738,Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),104.58,6583.3,No
9721-76203,Female,0,Yes,Yes,33,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),59.87,1982.45,No
1452-70893,Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,31.76,1341.25,No
7020-49531,Male,1,No,No,24,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.32,1469.41,Yes
2025-36277,Female,0,No,No,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,37.14,2421.67,No
7743-62415,Female,0,Yes,No,60,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),91.57,5604.84,No
1646-81077,Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,83.13,3497.34,No
8307-35455,Female,1,Yes,Yes,43,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,74.29,3260.43,Yes
4087-86802,Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),109.27,4224.13,No
4659-50250,Female,1,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),41.0,486.18,No
