Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,55,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,50.81,2752.41,Yes
Female,1,No,Yes,31,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,No,One year,Yes,Electronic check,62.82,1944.63,No
Male,0,No,No,9,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,102.49,904.22,Yes
Female,1,Yes,No,15,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.96,630.66,No
Female,0,No,No,70,No,No phone service,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),50.07,3480.97,No
Male,0,No,No,34,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),89.24,3096.41,Yes
Female,0,Yes,No,51,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,110.33,5650.19,No
Male,0,Yes,No,64,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),114.01,7466.29,No
Female,1,Yes,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,108.3,1766.28,No
Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.97,1219.94,No
Female,1,No,No,38,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,96.12,3698.1,No
Male,1,Yes,No,49,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),24.76,1226.12,No
Male,0,Yes,No,69,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),61.13,4127.81,Yes
Female,0,No,No,18,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,60.21,1075.94,Yes
Female,0,No,No,72,Yes,No phone service,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.32,3772.74,No
Female,0,Yes,Yes,41,No,No,Fiber optic,No,Yes,No,No internet service,Yes,No,One year,Yes,Electronic check,90.95,3600.67,No
Female,0,No,Yes,10,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),114.64,1093.89,No
Male,1,No,No,26,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,64.15,1691.44,No
Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,51.14,1984.58,No
Female,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,No,Electronic check,78.54,5709.96,No
Female,0,Yes,No,45,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,86.11,4051.3,No
Male,0,No,No,56,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,79.7,4575.1,No
Female,1,No,No,66,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.64,2271.17,No
Male,0,Yes,Yes,46,Yes,No phone service,No,Yes,No,No,No internet service,Yes,No,One year,No,Credit card (automatic),86.79,4072.81,No
Female,0,No,No,65,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,87.75,5470.12,No
Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,34.81,1439.89,No
Female,0,No,No,10,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.47,908.14,Yes
Male,0,Yes,Yes,58,No,No,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,68.32,3866.11,Yes
Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,27.03,1660.16,No
Female,1,No,No,9,No,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Electronic check,30.75,276.49,No
Male,0,No,No,10,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,43.03,435.3,No
Male,0,No,Yes,67,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,45.73,3189.64,No
Female,0,Yes,No,8,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,No,Electronic check,58.66,490.18,No
Male,0,Yes,Yes,62,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,No,Two year,Yes,Mailed check,78.79,4892.24,No
Male,1,No,Yes,52,No,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,56.62,2801.98,No
Male,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),109.95,1389.71,No
Male,0,Yes,No,14,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Electronic check,71.67,963.33,No
Male,0,No,No,67,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,115.09,7741.39,No
Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,94.57,4438.82,No
Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Electronic check,26.44,1030.13,No
Female,0,Yes,No,13,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),66.29,852.56,No
Male,1,No,No,45,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),104.87,4921.4,No
Female,0,No,No,39,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,109.05,4209.87,No
Male,0,No,No,28,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),90.96,2535.77,No
Male,1,No,No,5,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,One year,Yes,Electronic check,100.47,519.12,No
Male,0,No,No,65,No,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),86.35,5561.4,Yes
Male,1,Yes,No,63,Yes,No phone service,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Electronic check,100.19,6070.6,No
Male,1,No,Yes,50,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,27.09,1343.34,No
Female,0,Yes,Yes,61,Yes,No phone service,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),22.32,1354.18,Yes
Male,1,No,No,36,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,26.74,952.1,No
Female,1,No,No,27,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.41,1738.02,No
Female,0,No,No,5,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),59.17,282.98,No
Male,1,Yes,Yes,15,Yes,No,No,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,69.88,1054.88,No
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),52.01,3928.37,No
Female,0,Yes,No,40,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.25,4133.82,Yes
Female,1,Yes,No,8,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.21,261.48,No
Female,1,Yes,No,25,Yes,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.33,854.46,No
Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),28.53,1214.38,No
Male,1,No,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,One year,Yes,Credit card (automatic),76.62,1445.91,No
Female,1,No,No,72,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),60.72,4319.74,Yes
Female,1,Yes,No,33,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),91.61,3105.28,No
Male,1,No,Yes,3,Yes,No phone service,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),35.18,102.72,No
Female,1,Yes,No,71,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,42.96,3088.51,No
Male,1,No,No,52,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,Yes,One year,No,Credit card (automatic),86.3,4304.77,No
Female,1,No,No,43,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.56,4614.33,No
Female,0,No,No,29,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.47,1102.59,No
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,104.86,6206.07,Yes
Female,1,Yes,No,41,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),27.65,1173.1,No
Male,0,No,No,63,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,95.57,5981.5,No
Female,1,Yes,No,21,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.05,738.19,No
Male,0,Yes,No,65,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,47.31,3097.08,Yes
Male,1,No,Yes,69,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.65,4867.1,No
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,65.71,1509.35,No
Male,0,No,Yes,24,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,76.94,1844.18,No
Male,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),79.05,4136.78,Yes
Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),66.77,835.08,No
Female,0,No,No,31,Yes,No,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,84.79,2530.73,No
Male,1,Yes,No,47,No,No phone service,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),104.89,4743.0,No
Female,0,No,No,21,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,21.32,450.96,No
Male,0,No,No,19,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),104.73,1909.31,No
Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,44.45,2578.59,Yes
Female,0,Yes,No,11,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,45.53,511.76,No
Male,1,No,No,41,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),56.49,2304.63,No
Male,1,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,78.68,551.08,Yes
Male,1,Yes,Yes,46,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Mailed check,59.67,2745.86,No
Male,1,Yes,Yes,68,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.88,1301.41,No
Female,0,No,No,32,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),47.15,1463.69,Yes
Female,1,No,No,9,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),27.62,250.14,No
Female,0,Yes,No,2,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Electronic check,53.57,110.65,Yes
Male,1,Yes,No,6,No,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,84.62,497.15,Yes
Male,1,No,No,44,No,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,37.12,1582.47,No
Female,0,No,Yes,11,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,102.3,1128.03,No
Male,1,No,No,39,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,One year,No,Mailed check,102.91,4196.04,No
Female,1,No,No,22,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),19.05,428.53,No
Male,0,No,No,62,Yes,No,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),104.58,6583.3,No
Female,0,Yes,Yes,33,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),59.87,1982.45,No
Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,31.76,1341.25,No
Male,1,No,No,24,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.32,1469.41,Yes
Female,0,No,No,66,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,37.14,2421.67,No
Female,0,Yes,No,60,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),91.57,5604.84,No
Female,0,Yes,Yes,44,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,83.13,3497.34,No
Female,1,Yes,Yes,43,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No,One year,Yes,Mailed check,74.29,3260.43,Yes
Female,0,Yes,No,39,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),109.27,4224.13,No
Female,1,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),41.0,486.18,No
Female,0,No,No,18,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),109.3,2007.95,No
Female,0,No,No,48,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,52.65,2638.15,No
Female,0,Yes,No,50,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),40.62,2024.35,No
Female,1,Yes,Yes,14,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,56.5,787.56,Yes
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,33.25,358.08,No
Female,1,Yes,Yes,16,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.65,1698.48,Yes
Female,0,Yes,Yes,55,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,One year,No,Electronic check,32.09,1831.06,No
Female,0,No,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),29.11,1887.39,No
Female,0,Yes,No,19,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.69,1379.42,Yes
Male,1,No,No,69,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,47.3,3209.41,No
Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Electronic check,53.17,2489.83,No
Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,115.49,4845.47,No
Male,0,No,Yes,39,No,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),26.82,1020.66,No
Female,0,Yes,No,10,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,100.05,989.85,Yes
Male,0,Yes,No,1,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),49.08,47.84,No
Male,1,Yes,No,64,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,No,One year,Yes,Mailed check,98.56,6604.58,No
Male,1,Yes,No,64,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),75.81,4784.34,No
Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,48.32,48.58,No
Female,1,No,No,65,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,58.81,3960.74,No
Female,0,No,No,64,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Mailed check,95.08,5927.63,No
Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,108.94,6026.8,No
Female,1,No,No,29,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,104.4,3088.59,Yes
Male,0,No,No,64,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Two year,No,Electronic check,88.97,5905.65,No
