concession_type,atc_code,drug_class,year,month,target,date,drug_id,lag_1,lag_12,rolling_mean_3,rolling_mean_6
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1996,11,84554.48,1996-11-01,A01_STOMATOLOGICAL PREPARATIONS,17206.0,64545.35,43326.23333333333,53367.19333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1996,12,15604.0,1996-12-01,A01_STOMATOLOGICAL PREPARATIONS,84554.48,14379.0,65120.06,54465.81
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1996,12,76644.43,1996-12-01,A01_STOMATOLOGICAL PREPARATIONS,15604.0,70315.66,39121.49333333333,53855.47666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,1,15206.0,1997-01-01,A01_STOMATOLOGICAL PREPARATIONS,76644.43,12600.0,58934.30333333332,51130.26833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,1,75345.21,1997-01-01,A01_STOMATOLOGICAL PREPARATIONS,15206.0,60384.52,35818.14333333333,50469.10166666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,2,14192.0,1997-02-01,A01_STOMATOLOGICAL PREPARATIONS,75345.21,17569.0,55731.880000000005,47426.68666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,2,71052.3,1997-02-01,A01_STOMATOLOGICAL PREPARATIONS,14192.0,77962.78,34914.403333333335,46924.35333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,3,14144.0,1997-03-01,A01_STOMATOLOGICAL PREPARATIONS,71052.3,19266.0,53529.83666666667,44673.99
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,3,70572.42,1997-03-01,A01_STOMATOLOGICAL PREPARATIONS,14144.0,92995.68,33129.433333333334,44430.65666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,4,13150.0,1997-04-01,A01_STOMATOLOGICAL PREPARATIONS,70572.42,19173.0,51922.90666666667,43418.655
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,4,66209.9,1997-04-01,A01_STOMATOLOGICAL PREPARATIONS,13150.0,93599.7,32622.14,43075.988333333335
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,5,11415.0,1997-05-01,A01_STOMATOLOGICAL PREPARATIONS,66209.9,17206.0,49977.44,41553.43666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,5,56840.37,1997-05-01,A01_STOMATOLOGICAL PREPARATIONS,11415.0,84554.48,30258.3,41090.60333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,6,13138.0,1997-06-01,A01_STOMATOLOGICAL PREPARATIONS,56840.37,15604.0,44821.75666666666,38721.948333333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,6,65518.37,1997-06-01,A01_STOMATOLOGICAL PREPARATIONS,13138.0,76644.43,27131.123333333333,38554.28166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,7,9747.0,1997-07-01,A01_STOMATOLOGICAL PREPARATIONS,65518.37,15206.0,45165.579999999994,37711.939999999995
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,7,48531.82,1997-07-01,A01_STOMATOLOGICAL PREPARATIONS,9747.0,75345.21,29467.789999999997,37144.77333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,8,16315.0,1997-08-01,A01_STOMATOLOGICAL PREPARATIONS,48531.82,14192.0,41265.73,34198.426666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,8,80761.87,1997-08-01,A01_STOMATOLOGICAL PREPARATIONS,16315.0,71052.3,24864.60666666667,35015.09333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,9,18241.0,1997-09-01,A01_STOMATOLOGICAL PREPARATIONS,80761.87,14144.0,48536.23,39002.01
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,9,92032.78,1997-09-01,A01_STOMATOLOGICAL PREPARATIONS,18241.0,70572.42,38439.29,39852.51
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,10,17437.0,1997-10-01,A01_STOMATOLOGICAL PREPARATIONS,92032.78,13150.0,63678.549999999996,44271.57833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,10,88436.64,1997-10-01,A01_STOMATOLOGICAL PREPARATIONS,17437.0,66209.9,42570.26,45553.244999999995
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,11,16089.0,1997-11-01,A01_STOMATOLOGICAL PREPARATIONS,88436.64,11415.0,65968.80666666666,52204.04833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,11,81750.24,1997-11-01,A01_STOMATOLOGICAL PREPARATIONS,16089.0,56840.37,40654.21333333333,52166.38166666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,12,15391.0,1997-12-01,A01_STOMATOLOGICAL PREPARATIONS,81750.24,13138.0,62091.96,52331.10999999999
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1997,12,78198.61,1997-12-01,A01_STOMATOLOGICAL PREPARATIONS,15391.0,65518.37,37743.41333333334,51856.10999999999
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,1,14979.0,1998-01-01,A01_STOMATOLOGICAL PREPARATIONS,78198.61,9747.0,58446.61666666667,49550.415
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,1,76491.6,1998-01-01,A01_STOMATOLOGICAL PREPARATIONS,14979.0,48531.82,36189.53666666667,49140.74833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,2,13386.0,1998-02-01,A01_STOMATOLOGICAL PREPARATIONS,76491.6,16315.0,56556.40333333334,47149.90833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,2,68545.66,1998-02-01,A01_STOMATOLOGICAL PREPARATIONS,13386.0,80761.87,34952.200000000004,46699.40833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,3,14402.0,1998-03-01,A01_STOMATOLOGICAL PREPARATIONS,68545.66,18241.0,52807.753333333334,44498.645
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,3,73998.71,1998-03-01,A01_STOMATOLOGICAL PREPARATIONS,14402.0,92032.78,32111.22,44333.81166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,4,12920.0,1998-04-01,A01_STOMATOLOGICAL PREPARATIONS,73998.71,17437.0,52315.456666666665,43633.82833333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,4,65548.22,1998-04-01,A01_STOMATOLOGICAL PREPARATIONS,12920.0,88436.64,33773.57,43290.661666666674
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,5,11122.0,1998-05-01,A01_STOMATOLOGICAL PREPARATIONS,65548.22,16089.0,50822.31,41466.765
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,5,56769.92,1998-05-01,A01_STOMATOLOGICAL PREPARATIONS,11122.0,81750.24,29863.406666666666,41089.431666666664
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,6,11907.0,1998-06-01,A01_STOMATOLOGICAL PREPARATIONS,56769.92,15391.0,44480.04666666667,39126.80833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,6,61209.67,1998-06-01,A01_STOMATOLOGICAL PREPARATIONS,11907.0,78198.61,26599.64,38710.975
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,7,9589.0,1998-07-01,A01_STOMATOLOGICAL PREPARATIONS,61209.67,14979.0,43295.53,36579.46833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,7,49142.36,1998-07-01,A01_STOMATOLOGICAL PREPARATIONS,9589.0,76491.6,27568.556666666667,36024.301666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,8,15319.0,1998-08-01,A01_STOMATOLOGICAL PREPARATIONS,49142.36,13386.0,39980.34333333333,33289.99166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,8,78079.24,1998-08-01,A01_STOMATOLOGICAL PREPARATIONS,15319.0,68545.66,24683.453333333335,33989.49166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,9,20424.0,1998-09-01,A01_STOMATOLOGICAL PREPARATIONS,78079.24,14402.0,47513.53333333333,37541.045000000006
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,9,104183.12,1998-09-01,A01_STOMATOLOGICAL PREPARATIONS,20424.0,73998.71,37940.746666666666,38960.545000000006
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,10,16892.0,1998-10-01,A01_STOMATOLOGICAL PREPARATIONS,104183.12,12920.0,67562.12,46122.78666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,10,86061.24,1998-10-01,A01_STOMATOLOGICAL PREPARATIONS,16892.0,65548.22,47166.37333333333,47339.95333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,11,16215.0,1998-11-01,A01_STOMATOLOGICAL PREPARATIONS,86061.24,11122.0,69045.45333333332,53493.1
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,11,83557.13,1998-11-01,A01_STOMATOLOGICAL PREPARATIONS,16215.0,56769.92,39722.746666666666,53642.43333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,12,15665.0,1998-12-01,A01_STOMATOLOGICAL PREPARATIONS,83557.13,11907.0,61944.456666666665,54555.415
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1998,12,80062.83,1998-12-01,A01_STOMATOLOGICAL PREPARATIONS,15665.0,61209.67,38479.043333333335,53762.24833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,1,14866.0,1999-01-01,A01_STOMATOLOGICAL PREPARATIONS,80062.83,9589.0,59761.65333333334,49742.200000000004
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,1,76833.2,1999-01-01,A01_STOMATOLOGICAL PREPARATIONS,14866.0,49142.36,36864.61,49404.53333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,2,14228.0,1999-02-01,A01_STOMATOLOGICAL PREPARATIONS,76833.2,15319.0,57254.01,47866.52666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,2,73389.93,1999-02-01,A01_STOMATOLOGICAL PREPARATIONS,14228.0,78079.24,35309.066666666666,47535.36000000001
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,3,13757.0,1999-03-01,A01_STOMATOLOGICAL PREPARATIONS,73389.93,20424.0,54817.043333333335,45840.82666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,3,71077.11,1999-03-01,A01_STOMATOLOGICAL PREPARATIONS,13757.0,104183.12,33791.64333333333,45522.82666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,4,12581.0,1999-04-01,A01_STOMATOLOGICAL PREPARATIONS,71077.11,16892.0,52741.34666666666,44025.206666666665
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,4,64963.2,1999-04-01,A01_STOMATOLOGICAL PREPARATIONS,12581.0,86061.24,32471.703333333335,43644.37333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,5,11818.0,1999-05-01,A01_STOMATOLOGICAL PREPARATIONS,64963.2,16215.0,49540.43666666667,41666.04
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,5,61125.84,1999-05-01,A01_STOMATOLOGICAL PREPARATIONS,11818.0,83557.13,29787.399999999998,41264.37333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,6,11701.0,1999-06-01,A01_STOMATOLOGICAL PREPARATIONS,61125.84,15665.0,45969.01333333333,39220.35833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,6,60736.21,1999-06-01,A01_STOMATOLOGICAL PREPARATIONS,11701.0,80062.83,28214.946666666667,38877.691666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,7,9780.0,1999-07-01,A01_STOMATOLOGICAL PREPARATIONS,60736.21,14866.0,44521.01666666666,37154.20833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,7,50635.15,1999-07-01,A01_STOMATOLOGICAL PREPARATIONS,9780.0,76833.2,27405.736666666664,36687.37499999999
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,8,16485.0,1999-08-01,A01_STOMATOLOGICAL PREPARATIONS,50635.15,14228.0,40383.78666666666,34299.36666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,8,82919.53,1999-08-01,A01_STOMATOLOGICAL PREPARATIONS,16485.0,73389.93,25633.38333333333,35077.2
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,9,18788.0,1999-09-01,A01_STOMATOLOGICAL PREPARATIONS,82919.53,13757.0,50013.22666666666,38709.48166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,9,94843.38,1999-09-01,A01_STOMATOLOGICAL PREPARATIONS,18788.0,71077.11,39397.51,39890.64833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,10,17600.0,1999-10-01,A01_STOMATOLOGICAL PREPARATIONS,94843.38,12581.0,65516.97,45575.176666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,10,88860.3,1999-10-01,A01_STOMATOLOGICAL PREPARATIONS,17600.0,64963.2,43743.793333333335,46878.51
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,11,16966.0,1999-11-01,A01_STOMATOLOGICAL PREPARATIONS,88860.3,11818.0,67101.22666666667,53249.36833333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,11,86242.45,1999-11-01,A01_STOMATOLOGICAL PREPARATIONS,16966.0,61125.84,41142.1,53329.535
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,12,15716.0,1999-12-01,A01_STOMATOLOGICAL PREPARATIONS,86242.45,11701.0,64022.916666666664,53883.355
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,1999,12,79104.13,1999-12-01,A01_STOMATOLOGICAL PREPARATIONS,15716.0,60736.21,39641.48333333333,53371.355
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,1,15301.0,2000-01-01,A01_STOMATOLOGICAL PREPARATIONS,79104.13,9780.0,60354.193333333336,50748.14666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,1,78277.65,2000-01-01,A01_STOMATOLOGICAL PREPARATIONS,15301.0,50635.15,36707.043333333335,50364.98
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,2,13819.0,2000-02-01,A01_STOMATOLOGICAL PREPARATIONS,78277.65,16485.0,57560.926666666666,48601.204999999994
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,2,70237.56,2000-02-01,A01_STOMATOLOGICAL PREPARATIONS,13819.0,82919.53,35799.21666666667,48076.704999999994
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,3,12222.0,2000-03-01,A01_STOMATOLOGICAL PREPARATIONS,70237.56,18788.0,54111.40333333333,45409.22333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,3,62208.97,2000-03-01,A01_STOMATOLOGICAL PREPARATIONS,12222.0,94843.38,32092.853333333333,44826.88999999999
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,4,13014.0,2000-04-01,A01_STOMATOLOGICAL PREPARATIONS,62208.97,17600.0,48222.84333333333,42011.03
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,4,65979.42,2000-04-01,A01_STOMATOLOGICAL PREPARATIONS,13014.0,88860.3,29148.323333333334,41629.863333333335
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,5,11246.0,2000-05-01,A01_STOMATOLOGICAL PREPARATIONS,65979.42,16966.0,47067.46333333334,39580.15833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,5,56790.36,2000-05-01,A01_STOMATOLOGICAL PREPARATIONS,11246.0,86242.45,30079.806666666667,39151.325000000004
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,6,10868.0,2000-06-01,A01_STOMATOLOGICAL PREPARATIONS,56790.36,15716.0,44671.926666666666,36910.125
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,6,55220.1,2000-06-01,A01_STOMATOLOGICAL PREPARATIONS,10868.0,79104.13,26301.453333333335,36684.458333333336
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,7,11932.0,2000-07-01,A01_STOMATOLOGICAL PREPARATIONS,55220.1,15301.0,40959.486666666664,35519.64666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,7,59948.05,2000-07-01,A01_STOMATOLOGICAL PREPARATIONS,11932.0,78277.65,26006.7,35339.31333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,8,15704.0,2000-08-01,A01_STOMATOLOGICAL PREPARATIONS,59948.05,13819.0,42366.71666666667,34334.085
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,8,75803.07,2000-08-01,A01_STOMATOLOGICAL PREPARATIONS,15704.0,70237.56,29194.683333333334,35077.085
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,9,20753.0,2000-09-01,A01_STOMATOLOGICAL PREPARATIONS,75803.07,12222.0,50485.04,38245.87
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,9,102025.75,2000-09-01,A01_STOMATOLOGICAL PREPARATIONS,20753.0,62208.97,37420.02333333334,39893.37
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,10,17936.0,2000-10-01,A01_STOMATOLOGICAL PREPARATIONS,102025.75,13014.0,66193.94,47694.31166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,10,88412.79,2000-10-01,A01_STOMATOLOGICAL PREPARATIONS,17936.0,65979.42,46904.916666666664,48694.97833333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,11,17060.0,2000-11-01,A01_STOMATOLOGICAL PREPARATIONS,88412.79,11246.0,69458.18,53439.10166666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,11,85282.65,2000-11-01,A01_STOMATOLOGICAL PREPARATIONS,17060.0,56790.36,41136.26333333333,53665.10166666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,12,14444.0,2000-12-01,A01_STOMATOLOGICAL PREPARATIONS,85282.65,10868.0,63585.14666666667,55245.031666666655
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2000,12,71031.95,2000-12-01,A01_STOMATOLOGICAL PREPARATIONS,14444.0,55220.1,38928.88333333333,54193.531666666655
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,1,14345.0,2001-01-01,A01_STOMATOLOGICAL PREPARATIONS,71031.95,11932.0,56919.533333333326,49027.89833333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,1,72091.88,2001-01-01,A01_STOMATOLOGICAL PREPARATIONS,14345.0,59948.05,33273.65,48429.39833333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,2,13764.0,2001-02-01,A01_STOMATOLOGICAL PREPARATIONS,72091.88,15704.0,52489.61000000001,45709.246666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,2,69144.6,2001-02-01,A01_STOMATOLOGICAL PREPARATIONS,13764.0,75803.07,33400.293333333335,45159.91333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,3,11770.0,2001-03-01,A01_STOMATOLOGICAL PREPARATIONS,69144.6,20753.0,51666.82666666667,42470.238333333335
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,3,60572.71,2001-03-01,A01_STOMATOLOGICAL PREPARATIONS,11770.0,102025.75,31559.533333333336,42024.57166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,4,12345.0,2001-04-01,A01_STOMATOLOGICAL PREPARATIONS,60572.71,17936.0,47162.43666666667,40281.365
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,4,63533.04,2001-04-01,A01_STOMATOLOGICAL PREPARATIONS,12345.0,88412.79,28229.236666666664,39948.03166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,5,12136.0,2001-05-01,A01_STOMATOLOGICAL PREPARATIONS,63533.04,17060.0,45483.583333333336,38521.558333333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,5,64020.41,2001-05-01,A01_STOMATOLOGICAL PREPARATIONS,12136.0,85282.65,29338.013333333336,38250.225
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,6,9789.0,2001-06-01,A01_STOMATOLOGICAL PREPARATIONS,64020.41,14444.0,46563.15,37396.193333333336
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,6,51625.03,2001-06-01,A01_STOMATOLOGICAL PREPARATIONS,9789.0,71031.95,28648.47,37066.026666666665
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,7,12160.0,2001-07-01,A01_STOMATOLOGICAL PREPARATIONS,51625.03,14345.0,41811.48,35574.746666666666
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,7,64039.28,2001-07-01,A01_STOMATOLOGICAL PREPARATIONS,12160.0,72091.88,24524.676666666666,35543.91333333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,8,16511.0,2001-08-01,A01_STOMATOLOGICAL PREPARATIONS,64039.28,13764.0,42608.10333333333,35628.28666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,8,85131.35,2001-08-01,A01_STOMATOLOGICAL PREPARATIONS,16511.0,69144.6,30903.426666666666,36357.45333333333
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,9,17688.0,2001-09-01,A01_STOMATOLOGICAL PREPARATIONS,85131.35,11770.0,55227.21,39875.943333333336
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,9,90615.63,2001-09-01,A01_STOMATOLOGICAL PREPARATIONS,17688.0,60572.71,39776.78333333333,41192.443333333336
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,10,17540.0,2001-10-01,A01_STOMATOLOGICAL PREPARATIONS,90615.63,12345.0,64478.32666666667,47690.87666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,10,90605.49,2001-10-01,A01_STOMATOLOGICAL PREPARATIONS,17540.0,63533.04,41947.87666666667,48587.543333333335
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,11,17776.0,2001-11-01,A01_STOMATOLOGICAL PREPARATIONS,90605.49,12136.0,66253.70666666667,53015.245
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,11,91916.34,2001-11-01,A01_STOMATOLOGICAL PREPARATIONS,17776.0,64020.41,41973.83,53226.07833333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,12,14345.0,2001-12-01,A01_STOMATOLOGICAL PREPARATIONS,91916.34,9789.0,66765.94333333334,54356.909999999996
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2001,12,74852.19,2001-12-01,A01_STOMATOLOGICAL PREPARATIONS,14345.0,51625.03,41345.78,53799.743333333325
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2002,1,14869.0,2002-01-01,A01_STOMATOLOGICAL PREPARATIONS,74852.19,12160.0,60371.176666666666,51172.503333333334
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2002,1,77408.06,2002-01-01,A01_STOMATOLOGICAL PREPARATIONS,14869.0,64039.28,34688.73,50727.33666666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2002,2,12623.0,2002-02-01,A01_STOMATOLOGICAL PREPARATIONS,77408.06,16511.0,55709.75,48527.76499999999
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2002,2,66224.64,2002-02-01,A01_STOMATOLOGICAL PREPARATIONS,12623.0,85131.35,34966.68666666667,47668.931666666664
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2002,3,12292.0,2002-03-01,A01_STOMATOLOGICAL PREPARATIONS,66224.64,17688.0,52085.23333333334,43386.98166666667
CONCESSIONAL NON-SAFETY NET,A01,STOMATOLOGICAL PREPARATIONS,2002,3,64251.67,2002-03-01,A01_STOMATOLOGICAL PREPARATIONS,12292.0,90615.63,30379.88,43044.815
